qnum,muni,codeibge,codesetor,group,incumbent_wins,acc_status,age,politics_interest,turnout_2012,vote_2012,same_race_mayor,turnout_2014,vote_2014,partisan,pid,muni_biggest_prob,politician_helped,mayor_pid,govt_eval_baseline,acc_eval_baseline,uncertain_acc_baseline,edu_eval_baseline,uncertain_edu_baseline,tce_knowledge,ana_knowledge,child_school,confid_fedgov,confid_justice,confid_tce,confid_muni,acc_responsible,edu_responsible,prob_vote_buying,prob_vote_monitoring,prob_vote_count,acc_rejected_prior,tce_prior_cert,ana_prior,edu_prior_uncert,years_edu,race,religion,income,relative_wellbeing,muni_biggest_prob_noimpute,govt_eval_baseline_noimpute,confid_fedgov_noimpute,confid_justice_noimpute,confid_tce_noimpute,confid_muni_noimpute,ana,accounts,acc_rejected,control,female,edu_rank1,acc_rank1,info_corrupt_welfare1,source_cred1_survey,free_fair,flier,turnout,vote_choice,campaign_issue,pol_effort,vote_vig,rejected_should_rerun,vote_vig_cont,pol_honesty_noimpute,vig_treatment,valid_vote,vote,vote_vig_strict,attrited
1543,Glória do Goitá,2606101,260610105000005,(2) Gestão Financeira,0,APROVADO COM RESSALVA,18,Nada interessado(a),0,1,1,Não,Dilma Rousseff,0,NA,Saúde/hospitais/postos de saúde,0,1,5,Péssimo,7,Péssimo,7,0,0,0,1,1,1,1,7,7,1,1,4,1,Seguro(a),93,Seguro(a),11,Branca,Católica,2,4,Saúde/hospitais/postos de saúde,5,1,1,1,1,0,1,0,0,0,1,0,0,0,5,Gestão Financ.,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1
1544,Glória do Goitá,2606101,260610105000005,(3) Educação,0,APROVADO COM RESSALVA,20,Interessado(a),0,1,0,Sim,Marina Silva,0,NA,Educação/escolas/creches,0,1,5,Péssimo,7,Péssimo,7,1,0,0,2,2,1,1,7,7,1,2,3,1,Seguro(a),21,Seguro(a),12,Preta,Agnóstica,3,3,Educação/escolas/creches,5,2,2,1,1,1,0,0,0,1,0,1,1,0,5,Educação,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1
1545,Glória do Goitá,2606101,260610105000008,(2) Gestão Financeira,0,APROVADO COM RESSALVA,27,Pouco interessado(a),1,1,0,Sim,Dilma Rousseff,1,PTB,Saúde/hospitais/postos de saúde,1,7,3,Regular,7,Regular,4,1,0,1,4,5,4,7,7,7,1,4,1,0,Seguro(a),69,Inseguro(a),4,Preta,Católica,1,4,Saúde/hospitais/postos de saúde,3,NA,5,4,7,0,1,0,0,1,0,0,0,0,5,Gestão Financ.,1,1,Saúde/hospitais/postos de saúde,1,1,Não deveriam ter o direito de disputar a reeleição,1,Não ficaria surpreso(a) de jeito nenhum,0,1,1,1,0
1546,Glória do Goitá,2606101,260610105000008,(3) Educação,0,APROVADO COM RESSALVA,21,Muito interessado(a),1,0,0,Sim,Aécio Neves,1,PTB,Saúde/hospitais/postos de saúde,0,4,4,Ruim,7,Ruim,7,1,1,0,4,2,4,1,7,7,1,4,1,1,Seguro(a),69,Seguro(a),14,Parda,Católica,3,4,Saúde/hospitais/postos de saúde,4,4,2,4,1,1,0,0,0,0,0,1,0,0,5,Educação,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
1547,Glória do Goitá,2606101,260610105000008,(3) Educação,0,APROVADO COM RESSALVA,38,Interessado(a),1,0,0,Sim,Aécio Neves,1,NA,Saúde/hospitais/postos de saúde,1,1,5,Péssimo,7,Ruim,7,1,0,0,4,1,4,1,7,7,1,1,1,1,Seguro(a),93,Seguro(a),12,Parda,Evangélica Pentecostal,4,3,Saúde/hospitais/postos de saúde,5,4,1,4,1,1,0,0,0,0,0,0,1,0,2,Educação,1,2,Saúde/hospitais/postos de saúde,1,1,Não deveriam ter o direito de disputar a reeleição,1,Não ficaria surpreso(a) de jeito nenhum,0,1,0,1,0
1548,Glória do Goitá,2606101,260610105000008,(1) Controle,0,APROVADO COM RESSALVA,73,Pouco interessado(a),1,1,1,Sim,Aécio Neves,0,NA,Saúde/hospitais/postos de saúde,0,1,5,Péssimo,7,Péssimo,7,1,0,1,4,2,2,2,7,7,1,4,4,0,Inseguro(a),50,Seguro(a),2,Branca,Católica,3,2,Saúde/hospitais/postos de saúde,5,NA,2,2,2,0,0,0,1,0,0,0,0,1,8,Educação,0,Branco/Nulo,NA,1,0,Não deveriam ter o direito de disputar a reeleição,3,Não ficaria surpreso(a) de jeito nenhum,1,0,0,0,0
1549,Glória do Goitá,2606101,260610105000008,(3) Educação,0,APROVADO COM RESSALVA,47,Interessado(a),1,1,0,Sim,Dilma Rousseff,0,NA,Saúde/hospitais/postos de saúde,0,4,3,Regular,7,Regular,7,0,0,1,4,1,4,4,7,4,1,1,4,0,Inseguro(a),69,Seguro(a),3,Parda,Católica,3,3,Saúde/hospitais/postos de saúde,3,NA,1,NA,4,1,0,0,0,1,1,0,0,0,5,Educação,1,2,NA,1,1,Não deveriam ter o direito de disputar a reeleição,2,Pouco surpreso(a),1,1,0,0,0
1550,Glória do Goitá,2606101,260610105000008,(2) Gestão Financeira,0,APROVADO COM RESSALVA,34,Interessado(a),1,0,0,Sim,Dilma Rousseff,0,NA,Saúde/hospitais/postos de saúde,0,7,2,Bom,7,Bom,7,1,1,1,4,3,4,5,7,7,1,1,4,0,Inseguro(a),49,Seguro(a),12,Preta,Católica,3,3,NA,2,NA,3,4,5,0,1,0,0,1,0,0,0,0,5,Gestão Financ.,1,1,Saúde/hospitais/postos de saúde,4,1,Sim deveriam ter o direito de disputar a reeleição,2,Não ficaria surpreso(a) de jeito nenhum,0,1,1,0,0
1551,Glória do Goitá,2606101,260610105000008,(1) Controle,0,APROVADO COM RESSALVA,58,Interessado(a),1,0,0,Sim,Dilma Rousseff,1,PR,Saúde/hospitais/postos de saúde,0,1,3,Regular,7,Péssimo,7,0,0,0,4,1,4,1,7,7,1,1,4,0,Seguro(a),97,Seguro(a),1,Parda,Católica,3,4,Saúde/hospitais/postos de saúde,3,NA,NA,NA,1,0,0,0,1,1,1,0,0,0,5,Gestão Financ.,1,2,NA,1,1,Não deveriam ter o direito de disputar a reeleição,2,Não ficaria surpreso(a) de jeito nenhum,0,1,0,0,0
1552,Glória do Goitá,2606101,260610105000008,(2) Gestão Financeira,0,APROVADO COM RESSALVA,31,Muito interessado(a),1,1,0,Sim,Dilma Rousseff,1,PT,Saúde/hospitais/postos de saúde,1,5,3,Bom,7,Regular,7,1,0,0,7,1,1,7,7,7,1,1,4,0,Seguro(a),69,Inseguro(a),12,Parda,Católica,3,2,Saúde/hospitais/postos de saúde,3,7,1,1,7,0,1,0,0,0,0,1,0,0,5,Gestão Financ.,1,1,Saúde/hospitais/postos de saúde,2,1,Não deveriam ter o direito de disputar a reeleição,1,Não ficaria surpreso(a) de jeito nenhum,1,1,1,1,0
1553,Glória do Goitá,2606101,260610105000011,(1) Controle,0,APROVADO COM RESSALVA,36,Nada interessado(a),1,1,1,Sim,Dilma Rousseff,0,NA,Segurança/violência/criminalidade,0,1,5,Péssimo,7,Péssimo,1,1,1,1,4,7,6,1,7,7,4,1,4,1,Seguro(a),185,Seguro(a),12,Parda,"Nenhuma (Acredita em uma entidade suprema, mas não pertence a religião nenhuma)",4,4,Segurança/violência/criminalidade,5,4,7,6,1,0,0,0,1,1,0,1,0,0,5,Gestão Financ.,1,2,Saúde/hospitais/postos de saúde,NA,1,Não deveriam ter o direito de disputar a reeleição,1,Não ficaria surpreso(a) de jeito nenhum,1,1,0,1,0
1554,Glória do Goitá,2606101,260610105000011,(2) Gestão Financeira,0,APROVADO COM RESSALVA,37,Pouco interessado(a),1,0,0,Sim,Dilma Rousseff,0,NA,Saúde/hospitais/postos de saúde,0,6,3,Regular,7,Péssimo,7,1,0,0,5,1,1,5,7,7,1,4,4,1,Seguro(a),113,Seguro(a),12,Branca,Católica,3,2,Saúde/hospitais/postos de saúde,3,5,1,1,5,0,1,0,0,0,0,1,0,0,8,Gestão Financ.,1,2,Saúde/hospitais/postos de saúde,1,1,Não deveriam ter o direito de disputar a reeleição,1,Não ficaria surpreso(a) de jeito nenhum,0,1,0,1,0
1555,Glória do Goitá,2606101,260610105000011,(2) Gestão Financeira,0,APROVADO COM RESSALVA,32,Nada interessado(a),1,0,0,Sim,Dilma Rousseff,0,NA,Saúde/hospitais/postos de saúde,0,1,5,Péssimo,7,Péssimo,7,1,0,0,1,1,1,1,7,7,3,4,4,1,Seguro(a),185,Seguro(a),11,Parda,Católica,3,4,Saúde/hospitais/postos de saúde,5,1,1,1,1,0,1,0,0,0,0,0,1,0,8,Gestão Financ.,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
1556,Glória do Goitá,2606101,260610105000011,(1) Controle,0,APROVADO COM RESSALVA,56,Pouco interessado(a),1,0,0,Sim,Anulou o voto / votou em branco,0,NA,Saúde/hospitais/postos de saúde,0,5,3,Regular,7,Regular,7,1,1,0,1,7,7,1,7,7,1,1,1,1,Inseguro(a),93,Seguro(a),10,Parda,Católica,3,3,Saúde/hospitais/postos de saúde,3,1,7,7,1,0,0,0,1,1,0,0,1,0,2,Educação,1,2,Saúde/hospitais/postos de saúde,1,1,Não deveriam ter o direito de disputar a reeleição,1,Não ficaria surpreso(a) de jeito nenhum,1,1,0,1,0
1557,Glória do Goitá,2606101,260610105000011,(3) Educação,0,APROVADO COM RESSALVA,27,Nada interessado(a),1,0,1,Sim,Aécio Neves,1,PR,Saúde/hospitais/postos de saúde,0,6,5,Péssimo,7,Péssimo,7,1,1,0,1,1,1,1,1,1,4,4,4,1,Seguro(a),185,Seguro(a),7,Branca,Católica,1,2,Saúde/hospitais/postos de saúde,5,1,1,1,1,1,0,0,0,1,0,0,1,0,8,Educação,1,2,Saúde/hospitais/postos de saúde,1,1,Não deveriam ter o direito de disputar a reeleição,1,Não ficaria surpreso(a) de jeito nenhum,0,1,0,1,0
1558,Glória do Goitá,2606101,260610105000011,(2) Gestão Financeira,0,APROVADO COM RESSALVA,23,Muito interessado(a),1,0,0,Sim,Aécio Neves,0,NA,Saúde/hospitais/postos de saúde,0,1,5,Péssimo,7,Péssimo,7,0,0,0,7,5,5,1,7,7,3,4,3,1,Seguro(a),157,Seguro(a),12,Preta,Evangélica Pentecostal,4,3,Saúde/hospitais/postos de saúde,5,7,5,5,1,0,1,0,0,0,0,0,1,0,7,Gestão Financ.,1,2,Saúde/hospitais/postos de saúde,1,1,Não deveriam ter o direito de disputar a reeleição,1,Não ficaria surpreso(a) de jeito nenhum,0,1,0,1,0
1559,Glória do Goitá,2606101,260610105000011,(3) Educação,0,APROVADO COM RESSALVA,39,Pouco interessado(a),1,1,1,Sim,Dilma Rousseff,0,NA,Saúde/hospitais/postos de saúde,1,1,5,Regular,7,Péssimo,7,1,0,0,3,3,5,1,7,7,1,3,4,1,Seguro(a),93,Seguro(a),7,Parda,Católica,4,4,Saúde/hospitais/postos de saúde,5,3,3,5,1,1,0,0,0,1,0,0,1,0,7,Educação,1,2,Saúde/hospitais/postos de saúde,2,1,Não deveriam ter o direito de disputar a reeleição,1,Não ficaria surpreso(a) de jeito nenhum,0,1,0,1,0
1560,Glória do Goitá,2606101,260610105000011,(3) Educação,0,APROVADO COM RESSALVA,61,Pouco interessado(a),1,1,0,Sim,Dilma Rousseff,0,NA,Saúde/hospitais/postos de saúde,0,1,2,Bom,7,Bom,7,1,0,0,1,1,1,1,7,7,1,1,4,0,Seguro(a),185,Seguro(a),0,Preta,Católica,1,2,Saúde/hospitais/postos de saúde,2,NA,1,1,1,1,0,0,0,0,1,0,1,0,5,Educação,1,1,Saúde/hospitais/postos de saúde,2,1,Não deveriam ter o direito de disputar a reeleição,1,Não ficaria surpreso(a) de jeito nenhum,1,1,1,1,0
1561,Glória do Goitá,2606101,260610105000016,(3) Educação,0,APROVADO COM RESSALVA,21,Interessado(a),1,0,1,Sim,Dilma Rousseff,0,NA,Limpeza/coleta de lixo/sujeira na cidade,0,2,1,Péssimo,7,Ótimo,7,0,0,0,1,1,1,1,7,7,1,1,4,0,Seguro(a),77,Seguro(a),8,Amarela,Católica,3,4,Limpeza/coleta de lixo/sujeira na cidade,1,1,1,NA,1,1,0,0,0,0,1,0,0,0,5,Educação,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
1562,Glória do Goitá,2606101,260610105000016,(1) Controle,0,APROVADO COM RESSALVA,33,Interessado(a),1,1,0,Sim,Dilma Rousseff,0,NA,Saúde/hospitais/postos de saúde,0,2,2,Bom,7,Bom,7,0,0,1,1,1,1,6,7,7,1,1,4,0,Seguro(a),14,Seguro(a),3,Parda,Evangélica Pentecostal,3,4,Saúde/hospitais/postos de saúde,2,1,1,NA,6,0,0,0,1,1,0,1,0,0,5,Gestão Financ.,1,Branco/Nulo,Saúde/hospitais/postos de saúde,NA,1,Não deveriam ter o direito de disputar a reeleição,2,Não ficaria surpreso(a) de jeito nenhum,1,0,0,0,0
1563,Glória do Goitá,2606101,260610105000016,(3) Educação,0,APROVADO COM RESSALVA,37,Nada interessado(a),1,1,0,Sim,Dilma Rousseff,0,NA,Desemprego/combate ao desemprego,0,2,3,Ótimo,5,Ótimo,5,0,0,0,1,4,1,7,7,7,1,1,1,0,Inseguro(a),25,Seguro(a),3,Parda,Católica,3,3,Desemprego/combate ao desemprego,3,1,4,NA,7,1,0,0,0,0,0,1,0,0,2,Educação,1,1,NA,2,1,Não deveriam ter o direito de disputar a reeleição,2,Não ficaria surpreso(a) de jeito nenhum,0,1,1,0,0
1564,Glória do Goitá,2606101,260610105000016,(1) Controle,0,APROVADO COM RESSALVA,62,Interessado(a),1,1,0,Sim,Aécio Neves,0,NA,Desemprego/combate ao desemprego,0,7,2,Bom,7,Ótimo,7,0,0,0,6,2,1,1,7,7,1,1,1,0,Seguro(a),14,Seguro(a),0,Parda,Católica,3,3,Desemprego/combate ao desemprego,2,6,2,NA,NA,0,0,0,1,0,0,1,0,0,2,Gestão Financ.,1,Branco/Nulo,NA,NA,NA,NA,NA,NS/NR,1,0,0,NA,0
1565,Glória do Goitá,2606101,260610105000016,(2) Gestão Financeira,0,APROVADO COM RESSALVA,45,Nada interessado(a),1,1,0,Sim,Dilma Rousseff,0,NA,Segurança/violência/criminalidade,0,2,5,Péssimo,7,Péssimo,7,0,0,0,1,1,1,1,7,7,1,1,1,0,Seguro(a),177,Seguro(a),7,Parda,Evangélica Pentecostal,3,2,Segurança/violência/criminalidade,5,1,NA,1,1,0,1,0,0,1,1,0,0,0,2,Gestão Financ.,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1
1566,Glória do Goitá,2606101,260610105000016,(1) Controle,0,APROVADO COM RESSALVA,25,Pouco interessado(a),0,1,0,Sim,Dilma Rousseff,0,NA,Calçamento/asfaltamento/buracos,0,2,5,Péssimo,7,Ótimo,7,0,1,0,1,1,1,1,7,7,3,1,1,1,Inseguro(a),110,Seguro(a),11,Amarela,Evangélica Pentecostal,1,3,Calçamento/asfaltamento/buracos,5,1,1,NA,1,0,0,0,1,1,1,0,1,0,2,Educação,1,Branco/Nulo,Saúde/hospitais/postos de saúde,1,1,Não deveriam ter o direito de disputar a reeleição,1,Não ficaria surpreso(a) de jeito nenhum,0,0,0,1,0
1567,Glória do Goitá,2606101,260610105000016,(3) Educação,0,APROVADO COM RESSALVA,56,Interessado(a),1,0,0,Sim,Aécio Neves,0,NA,Segurança/violência/criminalidade,0,2,5,Péssimo,7,Ótimo,7,1,1,0,6,1,1,1,7,7,3,1,1,1,Seguro(a),86,Seguro(a),4,Parda,Católica,3,4,Segurança/violência/criminalidade,5,6,1,NA,1,1,0,0,0,1,1,0,1,0,2,Educação,1,Branco/Nulo,Segurança/violência/criminalidade,1,NA,Sim deveriam ter o direito de disputar a reeleição,NA,Não ficaria surpreso(a) de jeito nenhum,1,0,0,NA,0
1568,Glória do Goitá,2606101,260610105000016,(2) Gestão Financeira,0,APROVADO COM RESSALVA,27,Interessado(a),1,1,0,Sim,Aécio Neves,0,NA,Segurança/violência/criminalidade,0,2,3,Ruim,7,Péssimo,7,0,0,0,1,1,1,1,7,7,4,4,1,0,Inseguro(a),93,Seguro(a),11,Parda,"Nenhuma (Acredita em uma entidade suprema, mas não pertence a religião nenhuma)",1,3,Segurança/violência/criminalidade,3,1,1,NA,1,0,1,0,0,0,0,1,1,0,5,Gestão Financ.,1,2,Segurança/violência/criminalidade,1,1,Sim deveriam ter o direito de disputar a reeleição,1,Não ficaria surpreso(a) de jeito nenhum,0,1,0,1,0
1569,Iguaraci,2606903,260690305000002,(1) Controle,0,APROVADO COM RESSALVA,36,Pouco interessado(a),1,1,1,Sim,Dilma Rousseff,0,NA,Saúde/hospitais/postos de saúde,1,4,3,Regular,5,Regular,7,1,0,0,7,3,3,5,5,6,1,2,3,0,Muito seguro(a),1,Muito seguro(a),6,Amarela,Católica,3,2,Saúde/hospitais/postos de saúde,3,7,3,3,5,0,0,0,1,1,0,1,1,0,5,Gestão Financ.,1,1,Desemprego/combate ao desemprego,NA,0,Não deveriam ter o direito de disputar a reeleição,3,Mais ou menos surpreso(a),1,1,1,0,0
1570,Iguaraci,2606903,260690305000002,(3) Educação,0,APROVADO COM RESSALVA,56,Pouco interessado(a),0,1,1,Não,Dilma Rousseff,1,O do candidato nº 40,Saúde/hospitais/postos de saúde,1,4,3,Ótimo,7,Regular,7,0,0,1,7,7,7,7,5,7,1,1,3,0,Muito seguro(a),1,Muito seguro(a),5,Parda,Católica,2,3,Saúde/hospitais/postos de saúde,3,NA,NA,NA,NA,1,0,0,0,1,0,1,1,0,4,Educação,1,2,Desemprego/combate ao desemprego,NA,NA,Não deveriam ter o direito de disputar a reeleição,NA,NS/NR,0,1,0,NA,0
1571,Iguaraci,2606903,260690305000002,(1) Controle,0,APROVADO COM RESSALVA,35,Pouco interessado(a),1,1,1,Sim,Dilma Rousseff,0,NA,Saúde/hospitais/postos de saúde,1,4,2,Ótimo,6,Regular,3,1,1,0,1,2,4,5,6,3,2,1,1,0,Muito seguro(a),93,Seguro(a),12,Branca,Católica,3,2,Saúde/hospitais/postos de saúde,2,1,2,4,5,0,0,0,1,0,0,1,1,0,2,Educação,1,1,Saúde/hospitais/postos de saúde,5,1,Não deveriam ter o direito de disputar a reeleição,2,Muito surpreso(a),0,1,1,0,0
1572,Iguaraci,2606903,260690305000002,(1) Controle,0,APROVADO COM RESSALVA,25,Pouco interessado(a),1,1,1,Sim,Dilma Rousseff,1,O do candidato nº 14,Desemprego/combate ao desemprego,1,7,2,Bom,7,Regular,7,0,1,0,6,7,7,7,6,7,1,1,1,0,Muito seguro(a),1,Seguro(a),8,Parda,Católica,3,3,Desemprego/combate ao desemprego,2,6,7,7,7,0,0,0,1,0,0,1,0,0,2,Gestão Financ.,1,1,Saúde/hospitais/postos de saúde,4,0,Não deveriam ter o direito de disputar a reeleição,3,Mais ou menos surpreso(a),1,1,1,0,0
1573,Iguaraci,2606903,260690305000002,(2) Gestão Financeira,0,APROVADO COM RESSALVA,83,Muito interessado(a),1,0,0,Sim,Dilma Rousseff,0,NA,Saúde/hospitais/postos de saúde,0,4,5,Péssimo,7,Péssimo,7,1,1,0,1,1,6,7,5,5,1,4,4,1,Muito seguro(a),2,Muito seguro(a),5,Branca,Católica,6,3,Saúde/hospitais/postos de saúde,5,1,1,6,NA,0,1,0,0,0,1,0,1,0,8,Gestão Financ.,1,2,Segurança/violência/criminalidade,4,1,Não deveriam ter o direito de disputar a reeleição,2,Pouco surpreso(a),0,1,0,0,0
1574,Iguaraci,2606903,260690305000002,(3) Educação,0,APROVADO COM RESSALVA,41,Interessado(a),1,1,1,Sim,Dilma Rousseff,1,O do candidato nº 14,Saneamento básico (água e esgoto),1,1,1,Ótimo,7,Ótimo,7,1,1,0,7,7,7,7,7,7,1,1,1,0,Muito seguro(a),1,Seguro(a),1,Parda,Católica,5,3,Saneamento básico (água e esgoto),1,7,7,7,7,1,0,0,0,0,0,1,1,0,2,Educação,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1
1575,Iguaraci,2606903,260690305000002,(2) Gestão Financeira,0,APROVADO COM RESSALVA,26,Pouco interessado(a),1,1,0,Sim,Aécio Neves,1,O do candidato nº 14,Desemprego/combate ao desemprego,1,4,1,Ótimo,7,Bom,7,1,1,1,5,7,7,7,7,7,1,4,1,0,Seguro(a),1,Seguro(a),12,Parda,Católica,2,4,Desemprego/combate ao desemprego,1,5,7,7,7,0,1,0,0,1,0,1,0,0,5,Gestão Financ.,1,1,Calçamento/asfaltamento/buracos,5,1,Não deveriam ter o direito de disputar a reeleição,2,Muito surpreso(a),1,1,1,0,0
1576,Iguaraci,2606903,260690305000002,(3) Educação,0,APROVADO COM RESSALVA,39,Nada interessado(a),1,0,1,Sim,Dilma Rousseff,0,NA,Saúde/hospitais/postos de saúde,0,6,2,Bom,6,Bom,6,1,1,1,7,6,6,6,5,6,1,1,1,0,Seguro(a),93,Seguro(a),12,Amarela,Católica,4,3,Saúde/hospitais/postos de saúde,2,7,6,6,6,1,0,0,0,1,1,0,0,0,2,Educação,1,2,Saúde/hospitais/postos de saúde,4,0,Não deveriam ter o direito de disputar a reeleição,4,Muito surpreso(a),1,1,0,0,0
1577,Iguaraci,2606903,260690305000003,(1) Controle,0,APROVADO COM RESSALVA,39,Pouco interessado(a),1,0,1,Sim,Dilma Rousseff,1,PT,Falta de quadras esportivas,1,1,3,Regular,7,Regular,7,1,0,0,7,1,5,5,3,5,1,4,1,0,Seguro(a),93,Seguro(a),18,Parda,Católica,7,3,Falta de quadras esportivas,3,7,1,5,5,0,0,0,1,1,0,1,0,0,5,Gestão Financ.,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
1578,Iguaraci,2606903,260690305000003,(1) Controle,0,APROVADO COM RESSALVA,56,Muito interessado(a),1,1,1,Sim,Dilma Rousseff,1,PTB,Saúde/hospitais/postos de saúde,0,7,1,Regular,5,Regular,5,0,1,1,7,7,7,6,3,7,1,1,1,0,Seguro(a),100,Seguro(a),1,Amarela,Católica,5,3,Saúde/hospitais/postos de saúde,1,7,7,7,6,0,0,0,1,1,0,1,0,0,2,Educação,1,1,Saúde/hospitais/postos de saúde,NA,0,Não deveriam ter o direito de disputar a reeleição,4,Não ficaria surpreso(a) de jeito nenhum,1,1,1,0,0
1579,Iguaraci,2606903,260690305000003,(3) Educação,0,APROVADO COM RESSALVA,18,Pouco interessado(a),0,1,0,Não,Dilma Rousseff,1,O do candidato nº 40,Desemprego/combate ao desemprego,1,1,3,Regular,4,Bom,6,0,1,0,6,5,6,5,4,5,1,1,2,0,Seguro(a),97,Seguro(a),11,Parda,Evangélica Pentecostal,4,4,Desemprego/combate ao desemprego,3,6,5,6,5,1,0,0,0,0,0,1,1,0,3,Educação,1,2,Saúde/hospitais/postos de saúde,2,0,Não deveriam ter o direito de disputar a reeleição,4,Não ficaria surpreso(a) de jeito nenhum,0,1,0,0,0
1580,Iguaraci,2606903,260690305000003,(2) Gestão Financeira,0,APROVADO COM RESSALVA,18,Pouco interessado(a),0,1,1,Não,Dilma Rousseff,0,NA,Falta de água,0,1,3,Regular,4,Regular,4,0,0,0,5,4,4,4,4,4,1,1,2,0,Seguro(a),93,Seguro(a),10,Parda,Católica,4,3,Falta de água,3,5,4,4,4,0,1,0,0,1,0,1,0,0,3,Gestão Financ.,1,1,Saúde/hospitais/postos de saúde,4,1,Sim deveriam ter o direito de disputar a reeleição,2,Mais ou menos surpreso(a),0,1,1,0,0
1581,Iguaraci,2606903,260690305000003,(3) Educação,0,APROVADO COM RESSALVA,75,Pouco interessado(a),1,1,1,Sim,Dilma Rousseff,0,NA,Falta de água,0,1,2,Bom,7,Ótimo,7,0,1,0,7,7,5,6,3,5,1,1,1,0,Seguro(a),93,Seguro(a),0,Parda,Católica,5,3,Falta de água,2,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,2,Educação,0,1,NA,4,0,NA,4,NS/NR,1,0,0,0,0
1582,Iguaraci,2606903,260690305000003,(2) Gestão Financeira,0,APROVADO COM RESSALVA,30,Nada interessado(a),1,1,0,Sim,Dilma Rousseff,1,O do candidato nº 14,Saúde/hospitais/postos de saúde,0,1,3,Regular,7,Regular,5,1,1,1,7,7,6,7,7,5,1,1,2,0,Seguro(a),93,Seguro(a),8,Parda,Católica,4,3,Saúde/hospitais/postos de saúde,3,7,7,6,7,0,1,0,0,1,1,0,0,0,3,Gestão Financ.,1,1,Saúde/hospitais/postos de saúde,5,1,Sim deveriam ter o direito de disputar a reeleição,2,Mais ou menos surpreso(a),0,1,1,0,0
1583,Iguaraci,2606903,260690305000003,(2) Gestão Financeira,0,APROVADO COM RESSALVA,45,Pouco interessado(a),1,1,1,Sim,Dilma Rousseff,1,PT,Saúde/hospitais/postos de saúde,0,2,3,Ótimo,7,Regular,7,1,0,0,7,7,5,6,7,7,1,1,1,0,Seguro(a),93,Seguro(a),5,Parda,Católica,4,3,Saúde/hospitais/postos de saúde,3,7,NA,5,6,0,1,0,0,0,0,1,0,0,2,Gestão Financ.,1,2,Saúde/hospitais/postos de saúde,4,0,Não deveriam ter o direito de disputar a reeleição,4,Muito surpreso(a),0,1,0,0,0
1584,Iguaraci,2606903,260690305000003,(1) Controle,0,APROVADO COM RESSALVA,30,Pouco interessado(a),1,1,0,Sim,Dilma Rousseff,0,NA,Desemprego/combate ao desemprego,0,5,1,Regular,5,Péssimo,5,1,1,0,6,7,7,6,6,6,1,2,1,1,Seguro(a),93,Seguro(a),8,Parda,Católica,3,3,Desemprego/combate ao desemprego,1,6,7,7,6,0,0,0,1,0,0,1,0,0,3,Gestão Financ.,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
1585,Iguaraci,2606903,260690305000004,(3) Educação,0,APROVADO COM RESSALVA,52,Interessado(a),1,0,1,Sim,Dilma Rousseff,1,PT,Falta de interesse dos políticos,1,7,2,Bom,7,Bom,7,1,0,0,2,1,7,7,7,4,1,1,1,0,Seguro(a),10,Seguro(a),6,Branca,Católica,4,2,Falta de interesse dos políticos,2,2,1,7,7,1,0,0,0,0,0,1,0,0,2,Educação,1,2,Saúde/hospitais/postos de saúde,5,0,Não deveriam ter o direito de disputar a reeleição,4,Pouco surpreso(a),1,1,0,0,0
1586,Iguaraci,2606903,260690305000004,(2) Gestão Financeira,0,APROVADO COM RESSALVA,57,Nada interessado(a),1,1,1,Sim,Aécio Neves,0,NA,Falta de água,1,6,3,Bom,6,Péssimo,2,1,1,0,7,1,4,2,3,3,1,1,3,0,Seguro(a),10,Seguro(a),6,Preta,Católica,4,3,Falta de água,3,7,1,4,2,0,1,0,0,1,0,1,0,0,4,Gestão Financ.,1,1,Saúde/hospitais/postos de saúde,4,1,Não deveriam ter o direito de disputar a reeleição,2,Mais ou menos surpreso(a),1,1,1,0,0
1587,Iguaraci,2606903,260690305000004,(1) Controle,0,APROVADO COM RESSALVA,44,Muito interessado(a),1,1,1,Sim,Aécio Neves,1,PSB,Combate à corrupção/moralização da administração,0,3,3,Regular,5,Regular,5,1,1,1,3,4,7,3,7,4,1,1,1,1,Seguro(a),10,Seguro(a),8,Parda,"Nenhuma (Acredita em uma entidade suprema, mas não pertence a religião nenhuma)",4,3,Combate à corrupção/moralização da administração,3,3,4,7,3,0,0,0,1,1,0,1,1,0,2,Educação,1,2,Educação/escolas/creches,2,0,Não deveriam ter o direito de disputar a reeleição,4,Mais ou menos surpreso(a),0,1,0,0,0
